Filename,Ticker,Filed Date,Blob URL,Blob Pathname,Size (MB),Status,Error
BCAR_2025-08-01_0001829126_25_005671.pdf,BCAR,2025-08-01,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BCAR_2025-08-01_0001829126_25_005671.pdf,filings/424b4/BCAR_2025-08-01_0001829126_25_005671.pdf,2.30,success,""
BCSS_2025-09-30_0001193125_25_225161.pdf,BCSS,2025-09-30,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BCSS_2025-09-30_0001193125_25_225161.pdf,filings/424b4/BCSS_2025-09-30_0001193125_25_225161.pdf,1.85,success,""
BDCI_2025-09-30_0001213900_25_093940.pdf,BDCI,2025-09-30,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BDCI_2025-09-30_0001213900_25_093940.pdf,filings/424b4/BDCI_2025-09-30_0001213900_25_093940.pdf,1.71,success,""
BDCI_2025-09-30_0001213900_25_093944.pdf,BDCI,2025-09-30,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BDCI_2025-09-30_0001213900_25_093944.pdf,filings/424b4/BDCI_2025-09-30_0001213900_25_093944.pdf,1.94,success,""
BGIN_2025-10-22_0001213900_25_101062.pdf,BGIN,2025-10-22,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BGIN_2025-10-22_0001213900_25_101062.pdf,filings/424b4/BGIN_2025-10-22_0001213900_25_101062.pdf,2.36,success,""
BIYA_2025-03-24_0001013762_25_001683.pdf,BIYA,2025-03-24,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BIYA_2025-03-24_0001013762_25_001683.pdf,filings/424b4/BIYA_2025-03-24_0001013762_25_001683.pdf,2.21,success,""
BLIV_2025-04-07_0001641172_25_002909.pdf,BLIV,2025-04-07,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BLIV_2025-04-07_0001641172_25_002909.pdf,filings/424b4/BLIV_2025-04-07_0001641172_25_002909.pdf,1.59,success,""
BLIV_2025-04-07_0001641172_25_002910.pdf,BLIV,2025-04-07,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BLIV_2025-04-07_0001641172_25_002910.pdf,filings/424b4/BLIV_2025-04-07_0001641172_25_002910.pdf,1.56,success,""
BLRK_2025-12-12_0001213900_25_120856.pdf,BLRK,2025-12-12,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BLRK_2025-12-12_0001213900_25_120856.pdf,filings/424b4/BLRK_2025-12-12_0001213900_25_120856.pdf,2.15,success,""
BLSH_2025-08-13_0001104659_25_077583.pdf,BLSH,2025-08-13,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BLSH_2025-08-13_0001104659_25_077583.pdf,filings/424b4/BLSH_2025-08-13_0001104659_25_077583.pdf,3.48,success,""
BLUW_2025-06-11_0001641172_25_014598.pdf,BLUW,2025-06-11,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BLUW_2025-06-11_0001641172_25_014598.pdf,filings/424b4/BLUW_2025-06-11_0001641172_25_014598.pdf,2.21,success,""
BLZR_2025-09-11_0001213900_25_086656.pdf,BLZR,2025-09-11,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BLZR_2025-09-11_0001213900_25_086656.pdf,filings/424b4/BLZR_2025-09-11_0001213900_25_086656.pdf,2.06,success,""
BMGL_2025-02-25_0001493152_25_008234.pdf,BMGL,2025-02-25,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BMGL_2025-02-25_0001493152_25_008234.pdf,filings/424b4/BMGL_2025-02-25_0001493152_25_008234.pdf,1.33,success,""
BMGL_2025-02-25_0001493152_25_008235.pdf,BMGL,2025-02-25,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BMGL_2025-02-25_0001493152_25_008235.pdf,filings/424b4/BMGL_2025-02-25_0001493152_25_008235.pdf,1.24,success,""
BMHL_2025-07-11_0002027815_25_000012.pdf,BMHL,2025-07-11,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BMHL_2025-07-11_0002027815_25_000012.pdf,filings/424b4/BMHL_2025-07-11_0002027815_25_000012.pdf,2.12,success,""
BRCB_2025-09-15_0002068577_25_000031.pdf,BRCB,2025-09-15,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BRCB_2025-09-15_0002068577_25_000031.pdf,filings/424b4/BRCB_2025-09-15_0002068577_25_000031.pdf,1.73,success,""
BSAA_2025-06-13_0001213900_25_054193.pdf,BSAA,2025-06-13,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BSAA_2025-06-13_0001213900_25_054193.pdf,filings/424b4/BSAA_2025-06-13_0001213900_25_054193.pdf,2.52,success,""
BUUU_2025-08-14_0001213900_25_076323.pdf,BUUU,2025-08-14,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/BUUU_2025-08-14_0001213900_25_076323.pdf,filings/424b4/BUUU_2025-08-14_0001213900_25_076323.pdf,1.72,success,""
CAEP_2025-06-26_0001213900_25_058422.pdf,CAEP,2025-06-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CAEP_2025-06-26_0001213900_25_058422.pdf,filings/424b4/CAEP_2025-06-26_0001213900_25_058422.pdf,1.79,success,""
CAI_2025-06-20_0001104659_25_060762.pdf,CAI,2025-06-20,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CAI_2025-06-20_0001104659_25_060762.pdf,filings/424b4/CAI_2025-06-20_0001104659_25_060762.pdf,2.84,success,""
CARL_2025-07-24_0000950170_25_098125.pdf,CARL,2025-07-24,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CARL_2025-07-24_0000950170_25_098125.pdf,filings/424b4/CARL_2025-07-24_0000950170_25_098125.pdf,2.05,success,""
CBK_2025-10-02_0001213900_25_095538.pdf,CBK,2025-10-02,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CBK_2025-10-02_0001213900_25_095538.pdf,filings/424b4/CBK_2025-10-02_0001213900_25_095538.pdf,1.98,success,""
CCCX_2025-05-15_0001193125_25_119969.pdf,CCCX,2025-05-15,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CCCX_2025-05-15_0001193125_25_119969.pdf,filings/424b4/CCCX_2025-05-15_0001193125_25_119969.pdf,1.83,success,""
CCHH_2025-10-06_0001213900_25_096312.pdf,CCHH,2025-10-06,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CCHH_2025-10-06_0001213900_25_096312.pdf,filings/424b4/CCHH_2025-10-06_0001213900_25_096312.pdf,1.41,success,""
CCII_2025-07-01_0001213900_25_060463.pdf,CCII,2025-07-01,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CCII_2025-07-01_0001213900_25_060463.pdf,filings/424b4/CCII_2025-07-01_0001213900_25_060463.pdf,1.75,success,""
CEPF_2025-08-21_0001213900_25_079372.pdf,CEPF,2025-08-21,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CEPF_2025-08-21_0001213900_25_079372.pdf,filings/424b4/CEPF_2025-08-21_0001213900_25_079372.pdf,1.85,success,""
CEPO_2025-01-07_0001213900_25_001321.pdf,CEPO,2025-01-07,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CEPO_2025-01-07_0001213900_25_001321.pdf,filings/424b4/CEPO_2025-01-07_0001213900_25_001321.pdf,1.85,success,""
CEPT_2025-05-02_0001213900_25_039125.pdf,CEPT,2025-05-02,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CEPT_2025-05-02_0001213900_25_039125.pdf,filings/424b4/CEPT_2025-05-02_0001213900_25_039125.pdf,1.76,success,""
CGCT_2025-05-05_0001104659_25_044283.pdf,CGCT,2025-05-05,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CGCT_2025-05-05_0001104659_25_044283.pdf,filings/424b4/CGCT_2025-05-05_0001104659_25_044283.pdf,1.83,success,""
CHAC_2025-04-25_0001213900_25_035533.pdf,CHAC,2025-04-25,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CHAC_2025-04-25_0001213900_25_035533.pdf,filings/424b4/CHAC_2025-04-25_0001213900_25_035533.pdf,2.02,success,""
CHA_2025-04-18_0001104659_25_036228.pdf,CHA,2025-04-18,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CHA_2025-04-18_0001104659_25_036228.pdf,filings/424b4/CHA_2025-04-18_0001104659_25_036228.pdf,2.45,success,""
CHEC_2025-09-17_0001213900_25_088319.pdf,CHEC,2025-09-17,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CHEC_2025-09-17_0001213900_25_088319.pdf,filings/424b4/CHEC_2025-09-17_0001213900_25_088319.pdf,2.41,success,""
CHOW_2025-09-16_0001493152_25_013607.pdf,CHOW,2025-09-16,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CHOW_2025-09-16_0001493152_25_013607.pdf,filings/424b4/CHOW_2025-09-16_0001493152_25_013607.pdf,1.45,success,""
CHYM_2025-06-12_0001628280_25_030855.pdf,CHYM,2025-06-12,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CHYM_2025-06-12_0001628280_25_030855.pdf,filings/424b4/CHYM_2025-06-12_0001628280_25_030855.pdf,2.51,success,""
CIGL_2025-04-21_0001213900_25_033795.pdf,CIGL,2025-04-21,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CIGL_2025-04-21_0001213900_25_033795.pdf,filings/424b4/CIGL_2025-04-21_0001213900_25_033795.pdf,1.76,success,""
CJMB_2025-02-06_0001493152_25_005135.pdf,CJMB,2025-02-06,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CJMB_2025-02-06_0001493152_25_005135.pdf,filings/424b4/CJMB_2025-02-06_0001493152_25_005135.pdf,1.06,success,""
COLA_2025-01-24_0001213900_25_006259.pdf,COLA,2025-01-24,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/COLA_2025-01-24_0001213900_25_006259.pdf,filings/424b4/COLA_2025-01-24_0001213900_25_006259.pdf,2.48,success,""
COPL_2025-05-01_0001829126_25_003240.pdf,COPL,2025-05-01,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/COPL_2025-05-01_0001829126_25_003240.pdf,filings/424b4/COPL_2025-05-01_0001829126_25_003240.pdf,2.26,success,""
CRCL_2025-06-05_0001193125_25_135795.pdf,CRCL,2025-06-05,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CRCL_2025-06-05_0001193125_25_135795.pdf,filings/424b4/CRCL_2025-06-05_0001193125_25_135795.pdf,2.49,success,""
CRCL_2025-08-15_0001193125_25_181916.pdf,CRCL,2025-08-15,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CRCL_2025-08-15_0001193125_25_181916.pdf,filings/424b4/CRCL_2025-08-15_0001193125_25_181916.pdf,2.52,success,""
CRE_2025-07-23_0001213900_25_066853.pdf,CRE,2025-07-23,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CRE_2025-07-23_0001213900_25_066853.pdf,filings/424b4/CRE_2025-07-23_0001213900_25_066853.pdf,1.81,success,""
CRWV_2025-03-31_0001193125_25_067651.pdf,CRWV,2025-03-31,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CRWV_2025-03-31_0001193125_25_067651.pdf,filings/424b4/CRWV_2025-03-31_0001193125_25_067651.pdf,2.78,success,""
CTW_2025-08-07_0001213900_25_072850.pdf,CTW,2025-08-07,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CTW_2025-08-07_0001213900_25_072850.pdf,filings/424b4/CTW_2025-08-07_0001213900_25_072850.pdf,1.75,success,""
CUPR_2025-04-10_0001641172_25_003511.pdf,CUPR,2025-04-10,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CUPR_2025-04-10_0001641172_25_003511.pdf,filings/424b4/CUPR_2025-04-10_0001641172_25_003511.pdf,2.09,success,""
CURX_2025-08-26_0001493152_25_012350.pdf,CURX,2025-08-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CURX_2025-08-26_0001493152_25_012350.pdf,filings/424b4/CURX_2025-08-26_0001493152_25_012350.pdf,1.07,success,""
CURX_2025-08-26_0001493152_25_012351.pdf,CURX,2025-08-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CURX_2025-08-26_0001493152_25_012351.pdf,filings/424b4/CURX_2025-08-26_0001493152_25_012351.pdf,1.02,success,""
CV_2025-07-03_0001193125_25_155088.pdf,CV,2025-07-03,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/CV_2025-07-03_0001193125_25_155088.pdf,filings/424b4/CV_2025-07-03_0001193125_25_155088.pdf,1.67,success,""
DAAQ_2025-04-30_0001213900_25_037755.pdf,DAAQ,2025-04-30,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DAAQ_2025-04-30_0001213900_25_037755.pdf,filings/424b4/DAAQ_2025-04-30_0001213900_25_037755.pdf,2.16,success,""
DGNX_2025-01-23_0001493152_25_003427.pdf,DGNX,2025-01-23,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DGNX_2025-01-23_0001493152_25_003427.pdf,filings/424b4/DGNX_2025-01-23_0001493152_25_003427.pdf,1.92,success,""
DKI_2025-08-11_0001641172_25_022921.pdf,DKI,2025-08-11,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DKI_2025-08-11_0001641172_25_022921.pdf,filings/424b4/DKI_2025-08-11_0001641172_25_022921.pdf,1.60,success,""
DLXY_2025-07-09_0001213900_25_062254.pdf,DLXY,2025-07-09,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DLXY_2025-07-09_0001213900_25_062254.pdf,filings/424b4/DLXY_2025-07-09_0001213900_25_062254.pdf,1.32,success,""
DMAA_2025-01-29_0001213900_25_007724.pdf,DMAA,2025-01-29,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DMAA_2025-01-29_0001213900_25_007724.pdf,filings/424b4/DMAA_2025-01-29_0001213900_25_007724.pdf,1.48,success,""
DMII_2025-09-25_0001213900_25_091724.pdf,DMII,2025-09-25,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DMII_2025-09-25_0001213900_25_091724.pdf,filings/424b4/DMII_2025-09-25_0001213900_25_091724.pdf,1.52,success,""
DSAC_2025-12-10_0001213900_25_119810.pdf,DSAC,2025-12-10,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DSAC_2025-12-10_0001213900_25_119810.pdf,filings/424b4/DSAC_2025-12-10_0001213900_25_119810.pdf,2.14,success,""
DXST_2025-01-22_0001213900_25_005235.pdf,DXST,2025-01-22,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DXST_2025-01-22_0001213900_25_005235.pdf,filings/424b4/DXST_2025-01-22_0001213900_25_005235.pdf,1.89,success,""
DXST_2025-11-12_0001185185_25_001659.pdf,DXST,2025-11-12,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DXST_2025-11-12_0001185185_25_001659.pdf,filings/424b4/DXST_2025-11-12_0001185185_25_001659.pdf,0.91,success,""
DYOR_2025-10-30_0001213900_25_103579.pdf,DYOR,2025-10-30,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/DYOR_2025-10-30_0001213900_25_103579.pdf,filings/424b4/DYOR_2025-10-30_0001213900_25_103579.pdf,2.11,success,""
EDHL_2025-04-17_0001213900_25_032897.pdf,EDHL,2025-04-17,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EDHL_2025-04-17_0001213900_25_032897.pdf,filings/424b4/EDHL_2025-04-17_0001213900_25_032897.pdf,1.50,success,""
EFTY_2025-08-08_0001213900_25_073244.pdf,EFTY,2025-08-08,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EFTY_2025-08-08_0001213900_25_073244.pdf,filings/424b4/EFTY_2025-08-08_0001213900_25_073244.pdf,1.40,success,""
EGG_2025-06-18_0001641172_25_015535.pdf,EGG,2025-06-18,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EGG_2025-06-18_0001641172_25_015535.pdf,filings/424b4/EGG_2025-06-18_0001641172_25_015535.pdf,1.30,success,""
EGHA_2025-05-09_0001104659_25_046721.pdf,EGHA,2025-05-09,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EGHA_2025-05-09_0001104659_25_046721.pdf,filings/424b4/EGHA_2025-05-09_0001104659_25_046721.pdf,1.90,success,""
ELOG_2025-08-28_0001641172_25_025815.pdf,ELOG,2025-08-28,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/ELOG_2025-08-28_0001641172_25_025815.pdf,filings/424b4/ELOG_2025-08-28_0001641172_25_025815.pdf,1.58,success,""
EMIS_2025-09-26_0001213900_25_091808.pdf,EMIS,2025-09-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EMIS_2025-09-26_0001213900_25_091808.pdf,filings/424b4/EMIS_2025-09-26_0001213900_25_091808.pdf,0.86,success,""
EMPG_2025-07-02_0001641172_25_017589.pdf,EMPG,2025-07-02,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EMPG_2025-07-02_0001641172_25_017589.pdf,filings/424b4/EMPG_2025-07-02_0001641172_25_017589.pdf,1.58,success,""
ENGS_2025-04-02_0001641172_25_002260.pdf,ENGS,2025-04-02,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/ENGS_2025-04-02_0001641172_25_002260.pdf,filings/424b4/ENGS_2025-04-02_0001641172_25_002260.pdf,1.48,success,""
EPSM_2025-03-26_0001013762_25_002304.pdf,EPSM,2025-03-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EPSM_2025-03-26_0001013762_25_002304.pdf,filings/424b4/EPSM_2025-03-26_0001013762_25_002304.pdf,1.58,success,""
EPSM_2025-03-26_0001013762_25_002307.pdf,EPSM,2025-03-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EPSM_2025-03-26_0001013762_25_002307.pdf,filings/424b4/EPSM_2025-03-26_0001013762_25_002307.pdf,1.56,success,""
EPWK_2025-02-06_0001575872_25_000131.pdf,EPWK,2025-02-06,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EPWK_2025-02-06_0001575872_25_000131.pdf,filings/424b4/EPWK_2025-02-06_0001575872_25_000131.pdf,1.99,success,""
EPWK_2025-02-07_0001575872_25_000132.pdf,EPWK,2025-02-07,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EPWK_2025-02-07_0001575872_25_000132.pdf,filings/424b4/EPWK_2025-02-07_0001575872_25_000132.pdf,1.95,success,""
EPWK_2025-10-08_0001213900_25_097171.pdf,EPWK,2025-10-08,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EPWK_2025-10-08_0001213900_25_097171.pdf,filings/424b4/EPWK_2025-10-08_0001213900_25_097171.pdf,2.02,success,""
ETOR_2025-05-15_0001213900_25_043558.pdf,ETOR,2025-05-15,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/ETOR_2025-05-15_0001213900_25_043558.pdf,filings/424b4/ETOR_2025-05-15_0001213900_25_043558.pdf,2.24,success,""
ETS_2025-08-22_0001104659_25_081662.pdf,ETS,2025-08-22,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/ETS_2025-08-22_0001104659_25_081662.pdf,filings/424b4/ETS_2025-08-22_0001104659_25_081662.pdf,1.27,success,""
EVAC_2025-07-03_0001213900_25_061180.pdf,EVAC,2025-07-03,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/EVAC_2025-07-03_0001213900_25_061180.pdf,filings/424b4/EVAC_2025-07-03_0001213900_25_061180.pdf,2.08,success,""
FATN_2025-04-07_0001641172_25_003009.pdf,FATN,2025-04-07,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FATN_2025-04-07_0001641172_25_003009.pdf,filings/424b4/FATN_2025-04-07_0001641172_25_003009.pdf,0.87,success,""
FATN_2025-04-09_0001641172_25_003434.pdf,FATN,2025-04-09,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FATN_2025-04-09_0001641172_25_003434.pdf,filings/424b4/FATN_2025-04-09_0001641172_25_003434.pdf,0.87,success,""
FBGL_2025-02-06_0001493152_25_005122.pdf,FBGL,2025-02-06,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FBGL_2025-02-06_0001493152_25_005122.pdf,filings/424b4/FBGL_2025-02-06_0001493152_25_005122.pdf,1.62,success,""
FCHL_2025-09-04_0001641172_25_026583.pdf,FCHL,2025-09-04,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FCHL_2025-09-04_0001641172_25_026583.pdf,filings/424b4/FCHL_2025-09-04_0001641172_25_026583.pdf,1.30,success,""
FCRS_2025-09-26_0001213900_25_092098.pdf,FCRS,2025-09-26,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FCRS_2025-09-26_0001213900_25_092098.pdf,filings/424b4/FCRS_2025-09-26_0001213900_25_092098.pdf,2.04,success,""
FERA_2025-02-28_0001213900_25_018222.pdf,FERA,2025-02-28,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FERA_2025-02-28_0001213900_25_018222.pdf,filings/424b4/FERA_2025-02-28_0001213900_25_018222.pdf,2.02,success,""
FGMC_2025-01-29_0001104659_25_007247.pdf,FGMC,2025-01-29,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FGMC_2025-01-29_0001104659_25_007247.pdf,filings/424b4/FGMC_2025-01-29_0001104659_25_007247.pdf,1.58,success,""
FIGR_2025-09-11_0002064124_25_000013.pdf,FIGR,2025-09-11,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FIGR_2025-09-11_0002064124_25_000013.pdf,filings/424b4/FIGR_2025-09-11_0002064124_25_000013.pdf,3.47,success,""
FIGX_2025-06-30_0001213900_25_059165.pdf,FIGX,2025-06-30,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FIGX_2025-06-30_0001213900_25_059165.pdf,filings/424b4/FIGX_2025-06-30_0001213900_25_059165.pdf,2.42,success,""
FIG_2025-07-31_0001628280_25_037014.pdf,FIG,2025-07-31,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FIG_2025-07-31_0001628280_25_037014.pdf,filings/424b4/FIG_2025-07-31_0001628280_25_037014.pdf,2.04,success,""
FLOC_2025-01-16_0001193125_25_007794.pdf,FLOC,2025-01-16,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FLOC_2025-01-16_0001193125_25_007794.pdf,filings/424b4/FLOC_2025-01-16_0001193125_25_007794.pdf,2.25,success,""
FLY_2025-08-08_0001193125_25_175679.pdf,FLY,2025-08-08,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FLY_2025-08-08_0001193125_25_175679.pdf,filings/424b4/FLY_2025-08-08_0001193125_25_175679.pdf,1.97,success,""
FMFC_2025-06-25_0001213900_25_057878.pdf,FMFC,2025-06-25,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FMFC_2025-06-25_0001213900_25_057878.pdf,filings/424b4/FMFC_2025-06-25_0001213900_25_057878.pdf,1.86,success,""
FOFO_2025-09-12_0001213900_25_087229.pdf,FOFO,2025-09-12,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FOFO_2025-09-12_0001213900_25_087229.pdf,filings/424b4/FOFO_2025-09-12_0001213900_25_087229.pdf,1.65,success,""
FRMI_2025-10-01_0001213900_25_094424.pdf,FRMI,2025-10-01,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FRMI_2025-10-01_0001213900_25_094424.pdf,filings/424b4/FRMI_2025-10-01_0001213900_25_094424.pdf,2.33,success,""
FTRK_2025-05-23_0001641172_25_012221.pdf,FTRK,2025-05-23,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/FTRK_2025-05-23_0001641172_25_012221.pdf,filings/424b4/FTRK_2025-05-23_0001641172_25_012221.pdf,1.49,success,""
GEMI_2025-09-15_0001104659_25_089710.pdf,GEMI,2025-09-15,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/GEMI_2025-09-15_0001104659_25_089710.pdf,filings/424b4/GEMI_2025-09-15_0001104659_25_089710.pdf,2.66,success,""
GIW_2025-10-06_0001193125_25_230859.pdf,GIW,2025-10-06,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/GIW_2025-10-06_0001193125_25_230859.pdf,filings/424b4/GIW_2025-10-06_0001193125_25_230859.pdf,1.90,success,""
GRAN_2025-07-01_0001213900_25_060039.pdf,GRAN,2025-07-01,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/GRAN_2025-07-01_0001213900_25_060039.pdf,filings/424b4/GRAN_2025-07-01_0001213900_25_060039.pdf,1.91,success,""
GSHR_2025-03-21_0001013762_25_001004.pdf,GSHR,2025-03-21,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/GSHR_2025-03-21_0001013762_25_001004.pdf,filings/424b4/GSHR_2025-03-21_0001013762_25_001004.pdf,2.22,success,""
GSRF_2025-09-05_0001213900_25_084652.pdf,GSRF,2025-09-05,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/GSRF_2025-09-05_0001213900_25_084652.pdf,filings/424b4/GSRF_2025-09-05_0001213900_25_084652.pdf,1.87,success,""
GTEN_2025-05-05_0001193125_25_111995.pdf,GTEN,2025-05-05,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/GTEN_2025-05-05_0001193125_25_111995.pdf,filings/424b4/GTEN_2025-05-05_0001193125_25_111995.pdf,1.78,success,""
HAVA_2025-10-22_0001213900_25_101309.pdf,HAVA,2025-10-22,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/HAVA_2025-10-22_0001213900_25_101309.pdf,filings/424b4/HAVA_2025-10-22_0001213900_25_101309.pdf,1.99,success,""
HCAI_2025-02-06_0001213900_25_010702.pdf,HCAI,2025-02-06,https://pfrilrbw7rdy0sj5.public.blob.vercel-storage.com/filings/424b4/HCAI_2025-02-06_0001213900_25_010702.pdf,filings/424b4/HCAI_2025-02-06_0001213900_25_010702.pdf,1.81,success,""
